,bb_height,bb_width,block_num,cell_type,conf,content,filename,img_height,img_width,level,line_num,page_num,par_num,word_num,x1,x2,y1,y2
141,58.0,21.0,15.0,-1,95.0,Your,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,1089.0,1110.0,1855.0,1913.0
142,127.0,23.0,15.0,-1,96.0,Reference,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,1087.0,1110.0,1718.0,1845.0
143,47.0,22.0,15.0,-1,96.0,Tax,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,1076.0,1098.0,1252.0,1299.0
144,92.0,26.0,15.0,-1,90.0,Exempt,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,1074.0,1100.0,1151.0,1243.0
145,46.0,21.0,15.0,-1,71.0,Tax,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,1072.0,1093.0,1074.0,1120.0
146,123.0,22.0,15.0,-1,96.0,Reference,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,1070.0,1092.0,941.0,1064.0
147,68.0,22.0,15.0,-1,95.0,Sales,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,8.0,1065.0,1087.0,798.0,866.0
148,66.0,23.0,15.0,-1,96.0,Code,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,9.0,1063.0,1086.0,723.0,789.0
156,92.0,22.0,17.0,-1,95.0,434058,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,1145.0,1167.0,1993.0,2085.0
157,16.0,22.0,17.0,-1,96.0,N,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,1128.0,1150.0,1186.0,1202.0
158,46.0,47.0,17.0,-1,38.0,QH,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,1118.0,1165.0,773.0,819.0
159,37.0,21.0,17.0,-1,96.0,OL,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,1118.0,1139.0,732.0,769.0
160,106.0,23.0,17.0,-1,86.0,Inclusive,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,1108.0,1131.0,387.0,493.0
164,67.0,22.0,18.0,-1,96.0,Code,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,1249.0,1271.0,2030.0,2097.0
165,138.0,26.0,18.0,-1,96.0,Description,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,1244.0,1270.0,1650.0,1788.0
166,100.0,27.0,18.0,-1,89.0,Quantity,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,1232.0,1259.0,1119.0,1219.0
168,48.0,22.0,18.0,-1,89.0,Unit,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,1229.0,1251.0,1044.0,1092.0
169,48.0,22.0,18.0,-1,95.0,Unit,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,1226.0,1248.0,893.0,941.0
170,60.0,22.0,18.0,-1,92.0,Price,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,1225.0,1247.0,824.0,884.0
172,77.0,23.0,18.0,-1,91.0,Disc%,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,9.0,1221.0,1244.0,700.0,777.0
173,46.0,22.0,18.0,-1,94.0,Tax,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,10.0,1218.0,1240.0,546.0,592.0
175,119.0,24.0,18.0,-1,85.0,NettPrice,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,12.0,1212.0,1236.0,365.0,484.0
176,4.0,29.0,18.0,-1,96.0,|,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,13.0,1202.0,1231.0,333.0,337.0
188,51.0,22.0,21.0,-1,84.0,GF1,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,1314.0,1336.0,2044.0,2095.0
189,51.0,22.0,21.0,-1,94.0,Pies,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,1311.0,1333.0,1793.0,1844.0
190,57.0,23.0,21.0,-1,95.0,Beef,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,1309.0,1332.0,1724.0,1781.0
191,32.0,27.0,21.0,-1,96.0,(2),photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,1309.0,1336.0,1684.0,1716.0
192,81.0,23.0,21.0,-1,91.0,5.0000,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,1297.0,1320.0,1127.0,1208.0
193,73.0,22.0,21.0,-1,74.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,1294.0,1316.0,1011.0,1084.0
194,53.0,21.0,21.0,-1,93.0,6.95,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,1290.0,1311.0,814.0,867.0
195,52.0,22.0,21.0,-1,95.0,3.16,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,8.0,1283.0,1305.0,538.0,590.0
196,67.0,22.0,21.0,-1,67.0,34.175,photo-0.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,9.0,1278.0,1300.0,354.0,421.0
198,54.0,22.0,21.0,-1,86.0,GF6,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,1346.0,1368.0,2041.0,2095.0
199,52.0,21.0,21.0,-1,93.0,Pies,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,1343.0,1364.0,1792.0,1844.0
200,125.0,28.0,21.0,-1,96.0,Vegetable,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,1340.0,1368.0,1658.0,1783.0
201,31.0,27.0,21.0,-1,96.0,(2),photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,1339.0,1366.0,1617.0,1648.0
202,82.0,23.0,21.0,-1,93.0,5.0000,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,1328.0,1351.0,1126.0,1208.0
203,73.0,23.0,21.0,-1,74.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,6.0,1325.0,1348.0,1010.0,1083.0
204,51.0,22.0,21.0,-1,96.0,6.95,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,7.0,1322.0,1344.0,814.0,865.0
205,51.0,22.0,21.0,-1,93.0,3.16,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,8.0,1315.0,1337.0,537.0,588.0
206,67.0,23.0,21.0,-1,91.0,34.15,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,9.0,1310.0,1333.0,353.0,420.0
207,3.0,2.0,21.0,-1,96.0,|,photo-0.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,10.0,1316.0,1318.0,330.0,333.0
209,70.0,22.0,21.0,-1,91.0,GF22,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,1.0,1377.0,1399.0,2025.0,2095.0
210,100.0,27.0,21.0,-1,96.0,Spinach,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,2.0,1374.0,1401.0,1745.0,1845.0
211,17.0,20.0,21.0,-1,93.0,&,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,3.0,1373.0,1393.0,1718.0,1735.0
212,60.0,21.0,21.0,-1,92.0,Fetta,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,4.0,1372.0,1393.0,1648.0,1708.0
213,112.0,22.0,21.0,-1,96.0,Turnover,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,5.0,1370.0,1392.0,1527.0,1639.0
214,30.0,27.0,21.0,-1,96.0,(3),photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,6.0,1368.0,1395.0,1488.0,1518.0
215,81.0,23.0,21.0,-1,92.0,5.0000,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,7.0,1360.0,1383.0,1126.0,1207.0
216,73.0,21.0,21.0,-1,72.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,8.0,1358.0,1379.0,1009.0,1082.0
217,53.0,21.0,21.0,-1,96.0,6.56,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,9.0,1354.0,1375.0,812.0,865.0
218,52.0,21.0,21.0,-1,95.0,2.98,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,10.0,1347.0,1368.0,536.0,588.0
219,3.0,2.0,21.0,-1,93.0,.,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,11.0,1362.0,1364.0,516.0,519.0
220,68.0,23.0,21.0,-1,92.0,32.80,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,12.0,1342.0,1365.0,351.0,419.0
221,2.0,2.0,21.0,-1,92.0,|,photo-0.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,13.0,1364.0,1366.0,328.0,330.0
223,87.0,22.0,21.0,-1,91.0,GF120,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,1.0,1409.0,1431.0,2009.0,2096.0
224,63.0,26.0,21.0,-1,96.0,Party,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,2.0,1407.0,1433.0,1781.0,1844.0
225,108.0,26.0,21.0,-1,96.0,Sausage,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,3.0,1405.0,1431.0,1663.0,1771.0
226,58.0,22.0,21.0,-1,91.0,Rolls,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,4.0,1402.0,1424.0,1594.0,1652.0
227,47.0,28.0,21.0,-1,96.0,(12),photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,5.0,1400.0,1428.0,1537.0,1584.0
228,82.0,22.0,21.0,-1,86.0,4.0000,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,6.0,1392.0,1414.0,1125.0,1207.0
230,73.0,22.0,21.0,-1,90.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,8.0,1389.0,1411.0,1008.0,1081.0
231,47.0,22.0,21.0,-1,96.0,8.21,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,9.0,1385.0,1407.0,816.0,863.0
232,52.0,22.0,21.0,-1,91.0,2.99,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,10.0,1379.0,1401.0,535.0,587.0
233,68.0,22.0,21.0,-1,70.0,32.24,photo-0.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,11.0,1374.0,1396.0,350.0,418.0
235,85.0,22.0,21.0,-1,91.0,GF150,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,1.0,1441.0,1463.0,2010.0,2095.0
236,72.0,22.0,21.0,-1,96.0,Bread,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,2.0,1437.0,1459.0,1772.0,1844.0
237,58.0,21.0,21.0,-1,96.0,Stick,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,3.0,1436.0,1457.0,1703.0,1761.0
238,58.0,22.0,21.0,-1,96.0,Herb,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,4.0,1434.0,1456.0,1634.0,1692.0
239,82.0,22.0,21.0,-1,95.0,8.0000,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,5.0,1424.0,1446.0,1124.0,1206.0
240,74.0,23.0,21.0,-1,76.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,6.0,1420.0,1443.0,1007.0,1081.0
241,51.0,22.0,21.0,-1,96.0,3.93,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,7.0,1417.0,1439.0,811.0,862.0
242,51.0,22.0,21.0,-1,90.0,0.00,photo-0.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,8.0,1411.0,1433.0,534.0,585.0
244,82.0,23.0,21.0,-1,91.0,GF151,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,1.0,1472.0,1495.0,2013.0,2095.0
245,72.0,23.0,21.0,-1,96.0,Bread,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,2.0,1468.0,1491.0,1772.0,1844.0
246,59.0,22.0,21.0,-1,95.0,Stick,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,3.0,1467.0,1489.0,1702.0,1761.0
247,72.0,23.0,21.0,-1,95.0,Garlic,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,4.0,1465.0,1488.0,1620.0,1692.0
248,81.0,23.0,21.0,-1,96.0,8.0000,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,5.0,1455.0,1478.0,1124.0,1205.0
250,73.0,22.0,21.0,-1,89.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,7.0,1452.0,1474.0,1007.0,1080.0
251,52.0,21.0,21.0,-1,96.0,3.93,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,8.0,1449.0,1470.0,809.0,861.0
252,52.0,23.0,21.0,-1,69.0,9.00,photo-0.jpg,2448.0,3264.0,5.0,6.0,1.0,1.0,9.0,1442.0,1465.0,533.0,585.0
254,86.0,22.0,21.0,-1,89.0,GF152,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,1.0,1505.0,1527.0,2010.0,2096.0
255,72.0,23.0,21.0,-1,96.0,Bread,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,2.0,1500.0,1523.0,1772.0,1844.0
256,73.0,22.0,21.0,-1,96.0,Sticks,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,3.0,1499.0,1521.0,1688.0,1761.0
257,58.0,22.0,21.0,-1,96.0,Plain,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,4.0,1497.0,1519.0,1619.0,1677.0
258,83.0,22.0,21.0,-1,95.0,8.0000,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,5.0,1487.0,1509.0,1122.0,1205.0
260,72.0,23.0,21.0,-1,89.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,7.0,1484.0,1507.0,1006.0,1078.0
261,53.0,22.0,21.0,-1,96.0,3.93,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,8.0,1481.0,1503.0,808.0,861.0
262,52.0,23.0,21.0,-1,91.0,0.00,photo-0.jpg,2448.0,3264.0,5.0,7.0,1.0,1.0,9.0,1474.0,1497.0,531.0,583.0
264,70.0,23.0,21.0,-1,79.0,GF30,photo-0.jpg,2448.0,3264.0,5.0,8.0,1.0,1.0,1.0,1536.0,1559.0,2026.0,2096.0
265,128.0,26.0,21.0,-1,96.0,Lamington,photo-0.jpg,2448.0,3264.0,5.0,8.0,1.0,1.0,2.0,1532.0,1558.0,1716.0,1844.0
266,31.0,26.0,21.0,-1,95.0,(6),photo-0.jpg,2448.0,3264.0,5.0,8.0,1.0,1.0,3.0,1531.0,1557.0,1674.0,1705.0
267,84.0,23.0,21.0,-1,88.0,4.0000,photo-0.jpg,2448.0,3264.0,5.0,8.0,1.0,1.0,4.0,1519.0,1542.0,1121.0,1205.0
269,73.0,23.0,21.0,-1,90.0,EACH,photo-0.jpg,2448.0,3264.0,5.0,8.0,1.0,1.0,6.0,1516.0,1539.0,1005.0,1078.0
