filename,cell_type,x1,x2,y1,y2,content,img_width,img_height,bb_width,bb_height
photo-1.jpg,1,1002,1029,952,1041,$12.00,2448,3264,27,89
photo-1.jpg,1,1006,1028,1257,1287,15,2448,3264,22,30
photo-1.jpg,1,999,1025,379,484,$180.00,2448,3264,26,105
photo-2.jpg,2,1004,1028,1870,2093,2NDS ASST PIES,2448,3264,24,223
photo-2.jpg,1,1017,1040,956,1037,$12.00,2448,3264,23,81
photo-2.jpg,1,1016,1036,1229,1257,18,2448,3264,20,28
photo-2.jpg,1,1021,1043,699,794,$196.36,2448,3264,22,95
photo-2.jpg,1,1024,1047,438,531,$216.00,2448,3264,23,93
photo-3.jpg,2,2295,2753,1728,1753,NORCO FULL CREAM MILK 3LT,2448,3264,458,25
photo-3.jpg,1,2790,2939,1729,1753,00036040,2448,3264,149,24
photo-3.jpg,1,1902,1933,1731,1753,12,2448,3264,31,22
photo-3.jpg,1,328,398,1756,1779,37.60,2448,3264,70,23
photo-3.jpg,1,572,627,1750,1773,3.15,2448,3264,55,23
photo-3.jpg,3,706,788,1746,1768,12 EA,2448,3264,82,22
photo-4.jpg,2,2271,2708,1665,1689,NORCO FULL CREAM MILK 3LT,2448,3264,437,24
photo-4.jpg,2,2393,2707,1626,1649,NORCO LITE MILK 2LT,2448,3264,314,23
photo-4.jpg,2,2260,2705,1586,1608,NORCO THICKENED CREAM 3LT,2448,3264,445,22
photo-4.jpg,1,358,427,1687,1708,94.50,2448,3264,69,21
photo-4.jpg,1,359,428,1648,1670,59.40,2448,3264,69,22
photo-4.jpg,1,358,443,1611,1632,100.08,2448,3264,85,21
photo-4.jpg,1,1574,1588,1670,1689,6,2448,3264,14,19
photo-4.jpg,3,731,811,1678,1700,30 EA,2448,3264,80,22
photo-4.jpg,3,731,812,1640,1663,27 EA,2448,3264,81,23
photo-4.jpg,3,731,811,1602,1624,12 EA,2448,3264,80,22
photo-4.jpg,1,599,654,1682,1702,3.15,2448,3264,55,20
photo-4.jpg,1,1732,1761,1668,1689,12,2448,3264,29,21
photo-4.jpg,1,1894,1923,1668,1688,12,2448,3264,29,20
photo-4.jpg,1,2742,2885,1667,1690,00036040,2448,3264,143,23
photo-4.jpg,1,2743,2884,1626,1649,00036127,2448,3264,141,23
photo-4.jpg,1,2741,2883,1585,1608,00300638,2448,3264,142,23
photo-4.jpg,1,1573,1588,1630,1651,9,2448,3264,15,21
photo-4.jpg,1,600,654,1643,1665,2.20,2448,3264,54,22
photo-4.jpg,1,1732,1745,1629,1650,9,2448,3264,13,21
photo-4.jpg,1,1892,1906,1628,1649,9,2448,3264,14,21
photo-4.jpg,1,1573,1587,1593,1612,6,2448,3264,14,19
photo-4.jpg,1,600,653,1606,1626,8.39,2448,3264,53,20
photo-4.jpg,1,1891,1907,1589,1610,6,2448,3264,16,21
photo-5.jpg,2,2392,2788,1590,1625,NORCO LITE MILK BTL 2LT,2448,3264,396,35
photo-5.jpg,2,2177,2785,1548,1590,RIVER1NA DAIRY NATURAL YOG 5KG TUB,2448,3264,608,42
photo-5.jpg,1,357,426,1645,1668,12.68,2448,3264,69,23
photo-5.jpg,3,739,805,1628,1651,1 EA,2448,3264,66,23
photo-5.jpg,1,603,675,1633,1658,12.68,2448,3264,72,25
photo-5.jpg,1,1940,1955,1617,1641,9,2448,3264,15,24
photo-5.jpg,1,2824,2974,1584,1612,00036127,2448,3264,150,28
photo-5.jpg,1,2822,2970,1541,1570,00813676,2448,3264,148,29
photo-5.jpg,1,1939,1950,1578,1601,1,2448,3264,11,23
photo-6.jpg,2,2273,2796,1659,1689,NORCO FULL CREAM MILK BTL 3LT,2448,3264,523,30
photo-6.jpg,2,2396,2795,1618,1645,NORCO LITE MILK BTL 2LT,2448,3264,399,27
photo-6.jpg,2,2260,2794,1575,1606,NORCO THICKENED CREAM BTL 3LT,2448,3264,534,31
photo-6.jpg,1,2834,2983,1658,1681,00036040,2448,3264,149,23
photo-6.jpg,1,2833,2982,1616,1640,00036127,2448,3264,149,24
photo-6.jpg,1,2830,2981,1573,1597,00300638,2448,3264,151,24
photo-6.jpg,1,1940,1955,1672,1692,6,2448,3264,15,20
photo-6.jpg,1,1771,1802,1673,1697,12,2448,3264,31,24
photo-6.jpg,1,337,407,1708,1730,56.70,2448,3264,70,22
photo-6.jpg,1,336,407,1669,1692,10.80,2448,3264,71,23
photo-6.jpg,1,336,407,1629,1652,83.90,2448,3264,71,23
photo-6.jpg,1,587,643,1700,1723,3.15,2448,3264,56,23
photo-6.jpg,3,724,807,1696,1720,18 EA,2448,3264,83,24
photo-6.jpg,3,723,792,1657,1680,9 EA,2448,3264,69,23
photo-6.jpg,3,723,805,1617,1641,10 EA,2448,3264,82,24
photo-6.jpg,1,1771,1786,1634,1655,9,2448,3264,15,21
photo-6.jpg,1,587,643,1662,1684,2.20,2448,3264,56,22
photo-6.jpg,1,1938,1952,1591,1612,6,2448,3264,14,21
photo-6.jpg,1,1770,1785,1594,1615,4,2448,3264,15,21
photo-6.jpg,1,586,642,1622,1644,8.39,2448,3264,56,22
photo-7.jpg,2,1284,1319,1807,2071,WHITE 680GM LOAF,2448,3264,35,264
photo-7.jpg,2,1318,1356,1748,2069,WHOLEMEAL 680G LOAF,2448,3264,38,321
photo-7.jpg,2,1354,1393,1724,2067,MULTIGRAIN 680GM LOAF,2448,3264,39,343
photo-7.jpg,2,1386,1430,1628,2066,MEDIUM WHITE KNOT UNSEEDED,2448,3264,44,438
photo-7.jpg,2,1432,1466,1813,2064,MINI LAMINGTONS,2448,3264,34,251
photo-7.jpg,3,1241,1265,947,996,FRE,2448,3264,24,49
photo-7.jpg,1,1244,1271,1016,1071,2.05,2448,3264,27,55
photo-7.jpg,1,1257,1280,1243,1260,2,2448,3264,23,17
photo-7.jpg,1,1244,1269,336,395,4.10,2448,3264,25,59
photo-7.jpg,1,1257,1282,569,626,0.00,2448,3264,25,57
photo-7.jpg,3,1277,1303,945,993,FRE,2448,3264,26,48
photo-7.jpg,1,1281,1306,1014,1068,2.05,2448,3264,25,54
photo-7.jpg,1,1294,1316,1241,1257,2,2448,3264,22,16
photo-7.jpg,1,1281,1306,334,394,4.10,2448,3264,25,60
photo-7.jpg,1,1295,1319,566,624,0.00,2448,3264,24,58
photo-7.jpg,1,1318,1343,1012,1067,2.05,2448,3264,25,55
photo-7.jpg,3,1314,1340,944,992,FRE,2448,3264,26,48
photo-7.jpg,1,1330,1353,1238,1256,2,2448,3264,23,18
photo-7.jpg,1,1317,1346,331,421,110.00,2448,3264,29,90
photo-7.jpg,1,1355,1384,328,418,110.00,2448,3264,29,90
photo-7.jpg,1,1332,1356,564,620,0.00,2448,3264,24,56
photo-7.jpg,1,1355,1380,1009,1065,0.55,2448,3264,25,56
photo-7.jpg,3,1352,1377,941,989,FRE,2448,3264,25,48
photo-7.jpg,1,1367,1392,1236,1284,200,2448,3264,25,48
photo-7.jpg,1,1368,1395,563,633,11.00,2448,3264,27,70
photo-7.jpg,1,1392,1416,1007,1063,0.55,2448,3264,24,56
photo-7.jpg,3,1388,1413,935,987,GST,2448,3264,25,52
photo-7.jpg,1,1404,1429,1235,1284,200,2448,3264,25,49
photo-8.jpg,2,1137,1166,1935,2211,WHITE 680GM LOAF,2448,3264,29,276
photo-8.jpg,2,1174,1204,1876,2210,WHOLEMEAL 680G LOAF,2448,3264,30,334
photo-8.jpg,2,1211,1242,1851,2210,MULTIGRAIN 680GM LOAF,2448,3264,31,359
photo-8.jpg,2,1248,1281,1785,2210,T HOT DOG ROLLS 'UN-SEEDED',2448,3264,33,425
photo-8.jpg,1,1126,1151,1362,1378,3,2448,3264,25,16
photo-8.jpg,1,1120,1145,1126,1182,2.05,2448,3264,25,56
photo-8.jpg,3,1118,1143,1057,1105,FRE,2448,3264,25,48
photo-8.jpg,1,1108,1132,677,737,0.00,2448,3264,24,60
photo-8.jpg,1,1100,1124,442,500,6.15,2448,3264,24,58
photo-8.jpg,1,1163,1188,1360,1378,3,2448,3264,25,18
photo-8.jpg,1,1159,1182,1124,1179,2.05,2448,3264,23,55
photo-8.jpg,3,1156,1181,1055,1103,FRE,2448,3264,25,48
photo-8.jpg,1,1138,1161,441,497,6.15,2448,3264,23,56
photo-8.jpg,1,1146,1170,676,733,0.00,2448,3264,24,57
photo-8.jpg,1,1201,1225,1359,1376,3,2448,3264,24,17
photo-8.jpg,1,1195,1220,1123,1179,2.05,2448,3264,25,56
photo-8.jpg,3,1193,1218,1053,1102,FRE,2448,3264,25,49
photo-8.jpg,1,1183,1208,673,731,0.00,2448,3264,25,58
photo-8.jpg,1,1176,1200,438,495,6.15,2448,3264,24,57
photo-8.jpg,1,1239,1265,1357,1406,200,2448,3264,26,49
photo-8.jpg,1,1233,1258,1121,1179,0.55,2448,3264,25,58
photo-8.jpg,3,1231,1256,1052,1100,FRE,2448,3264,25,48
photo-8.jpg,1,1221,1245,672,731,0.00,2448,3264,24,59
photo-8.jpg,1,1213,1238,435,525,110.00,2448,3264,25,90
photo-9.jpg,2,1178,1205,1837,2110,WHITE 680GM LOAF,2448,3264,27,273
photo-9.jpg,2,1216,1244,1777,2109,WHOLEMEAL 6806 LOAF,2448,3264,28,332
photo-9.jpg,2,1254,1283,1752,2108,MULT16RAIN 6806M LOAF,2448,3264,29,356
photo-9.jpg,2,1295,1321,1849,2108,MINI LAMINGTONS,2448,3264,26,259
photo-9.jpg,2,1332,1360,1785,2108,MINI VEGEMITE SCROLL,2448,3264,28,323
photo-9.jpg,1,1136,1163,312,371,4.10,2448,3264,27,59
photo-9.jpg,1,1148,1171,553,610,0.00,2448,3264,23,57
photo-9.jpg,3,1158,1183,945,1072,2.0S FRE,2448,3264,25,127
photo-9.jpg,1,1168,1189,1252,1269,2,2448,3264,21,17
photo-9.jpg,1,1175,1202,310,369,4.10,2448,3264,27,59
photo-9.jpg,1,1186,1210,552,609,0.00,2448,3264,24,57
photo-9.jpg,3,1196,1220,943,991,FRE,2448,3264,24,48
photo-9.jpg,1,1199,1221,1015,1070,2.05,2448,3264,22,55
photo-9.jpg,1,1206,1226,1251,1267,2,2448,3264,20,16
photo-9.jpg,1,1224,1248,550,607,0.00,2448,3264,24,57
photo-9.jpg,1,1215,1241,309,367,4.10,2448,3264,26,58
photo-9.jpg,1,1236,1260,1013,1069,2.05,2448,3264,24,56
photo-9.jpg,3,1235,1258,942,991,FRE,2448,3264,23,49
photo-9.jpg,1,1244,1265,1251,1266,2,2448,3264,21,15
photo-9.jpg,1,1252,1279,307,382,40.70,2448,3264,27,75
photo-9.jpg,1,1291,1317,306,380,40.70,2448,3264,26,74
photo-9.jpg,1,1262,1287,549,606,4.07,2448,3264,25,57
photo-9.jpg,3,1273,1296,937,990,GST,2448,3264,23,53
photo-9.jpg,1,1275,1298,1011,1069,0.55,2448,3264,23,58
photo-9.jpg,1,1282,1304,1249,1281,74,2448,3264,22,32
photo-9.jpg,1,1300,1326,547,605,4.07,2448,3264,26,58
photo-9.jpg,3,1312,1336,937,989,GST,2448,3264,24,52
photo-9.jpg,1,1314,1337,1011,1067,0.55,2448,3264,23,56
photo-9.jpg,1,1321,1342,1248,1280,74,2448,3264,21,32
photo-10.jpg,2,1192,1219,1814,2072,WHTTE 680GM LOAF,2448,3264,27,258
photo-10.jpg,2,1226,1272,1759,2086,| WHOLEMEAL 680G LOAF,2448,3264,46,327
photo-10.jpg,2,1259,1292,1736,2086,I MULTI GRAIN S80GM LOAF,2448,3264,33,350
photo-10.jpg,2,1292,1329,1643,2084,IMBXUM WHITE KNOT UNSEEDED,2448,3264,37,441
photo-10.jpg,1,1174,1195,1265,1280,3,2448,3264,21,15
photo-10.jpg,1,1165,1189,1040,1093,2.05,2448,3264,24,53
photo-10.jpg,3,1164,1186,973,1019,FRE,2448,3264,22,46
photo-10.jpg,3,1150,1173,606,662,aoo,2448,3264,23,56
photo-10.jpg,1,1176,1200,377,432,605,2448,3264,24,55
photo-10.jpg,1,1209,1231,1263,1278,3,2448,3264,22,15
photo-10.jpg,1,1202,1225,1039,1090,2.05,2448,3264,23,51
photo-10.jpg,3,1200,1222,973,1017,FRE,2448,3264,22,44
photo-10.jpg,3,1185,1208,604,660,aoo,2448,3264,23,56
photo-10.jpg,1,1213,1236,375,429,6.15,2448,3264,23,54
photo-10.jpg,1,1246,1267,1263,1278,3,2448,3264,21,15
photo-10.jpg,1,1238,1260,1037,1090,2.05,2448,3264,22,53
photo-10.jpg,3,1236,1258,971,1016,FRE,2448,3264,22,45
photo-10.jpg,3,1222,1245,602,657,aoo,2448,3264,23,55
photo-10.jpg,3,1249,1273,371,457,naco,2448,3264,24,86
photo-10.jpg,1,1282,1304,1261,1307,200,2448,3264,22,46
photo-10.jpg,3,1274,1297,1036,1090,ass,2448,3264,23,54
photo-10.jpg,3,1272,1294,969,1015,FRE,2448,3264,22,46
photo-10.jpg,3,1258,1281,600,656,aoo,2448,3264,23,56
photo-11.jpg,2,1163,1191,1858,2117,WHITE 680GM LOAF,2448,3264,28,259
photo-11.jpg,2,1199,1228,1802,2118,WHOLEMEAL 680G LOAF,2448,3264,29,316
photo-11.jpg,2,1235,1264,1778,2117,MULTIGRAIN 680GM LOAF,2448,3264,29,339
photo-11.jpg,2,1272,1300,1811,2116,MINI VEGEMITE SCROLL,2448,3264,28,305
photo-11.jpg,1,1142,1165,1058,1113,2.05,2448,3264,23,55
photo-11.jpg,3,1140,1163,989,1038,FRE,2448,3264,23,49
photo-11.jpg,1,1149,1171,1289,1306,3,2448,3264,22,17
photo-11.jpg,1,1127,1150,610,666,0.00,2448,3264,23,56
photo-11.jpg,1,1119,1142,374,431,6.15,2448,3264,23,57
photo-11.jpg,1,1179,1202,1057,1111,2.05,2448,3264,23,54
photo-11.jpg,3,1177,1200,988,1037,FRE,2448,3264,23,49
photo-11.jpg,1,1186,1208,1288,1305,3,2448,3264,22,17
photo-11.jpg,1,1165,1187,609,664,0.00,2448,3264,22,55
photo-11.jpg,1,1156,1179,373,430,6.15,2448,3264,23,57
photo-11.jpg,1,1216,1239,1056,1111,2.05,2448,3264,23,55
photo-11.jpg,3,1214,1236,989,1036,FRE,2448,3264,22,47
photo-11.jpg,1,1223,1244,1287,1305,3,2448,3264,21,18
photo-11.jpg,1,1201,1225,607,663,0.00,2448,3264,24,56
photo-11.jpg,1,1194,1217,372,428,6.15,2448,3264,23,56
photo-11.jpg,1,1253,1276,1055,1111,055,2448,3264,23,56
photo-11.jpg,3,1251,1274,983,1036,GST,2448,3264,23,53
photo-11.jpg,3,1258,1282,1286,1333,ISO,2448,3264,24,47
photo-11.jpg,1,1238,1261,607,662,8.25,2448,3264,23,55
photo-11.jpg,1,1231,1255,370,444,82.50,2448,3264,24,74
photo-13.jpg,2,1154,1181,1969,2242,WHITE 680GM LOAF,2448,3264,27,273
photo-13.jpg,2,1192,1219,1910,2242,WHOLEMEAL 6806 LOAF,2448,3264,27,332
photo-13.jpg,2,1230,1257,1886,2239,MULTIGRAIN 6806M LOAF,2448,3264,27,353
photo-13.jpg,1,1125,1150,431,492,4.10,2448,3264,25,61
photo-13.jpg,1,1131,1155,674,733,0.00,2448,3264,24,59
photo-13.jpg,1,1141,1165,1136,1194,2.05,2448,3264,24,58
photo-13.jpg,3,1139,1163,1066,1115,FRE,2448,3264,24,49
photo-13.jpg,1,1145,1168,1375,1393,2,2448,3264,23,18
photo-13.jpg,1,1162,1188,432,491,4.10,2448,3264,26,59
photo-13.jpg,1,1170,1195,674,732,0.00,2448,3264,25,58
photo-13.jpg,1,1184,1206,1375,1392,2,2448,3264,22,17
photo-13.jpg,1,1180,1203,1136,1191,2.05,2448,3264,23,55
photo-13.jpg,3,1178,1201,1066,1114,FRE,2448,3264,23,48
photo-13.jpg,1,1201,1226,430,490,4.10,2448,3264,25,60
photo-13.jpg,1,1208,1233,673,730,0.00,2448,3264,25,57
photo-13.jpg,1,1221,1245,1375,1391,2,2448,3264,24,16
photo-13.jpg,1,1218,1242,1134,1192,2.05,2448,3264,24,58
photo-13.jpg,3,1216,1239,1065,1113,FRE,2448,3264,23,48
photo-14.jpg,2,1212,1239,1955,2224,WHITE 680GM LOAF,3264,2448,27,269
photo-14.jpg,2,1251,1276,1897,2224,WHOLEMEAL 680G LOAF,3264,2448,25,327
photo-14.jpg,2,1288,1314,1874,2224,MULTIGRAIN 680GM LOAF,3264,2448,26,350
photo-14.jpg,2,1326,1352,1780,2223,MEDIUM WHITE KNOT UNSEEDED,3264,2448,26,443
photo-14.jpg,2,1364,1389,1969,2223,MINI LAMINGTONS,3264,2448,25,254
photo-14.jpg,3,1168,1182,66,79,i,3264,2448,14,13
photo-14.jpg,1,1218,1241,1376,1392,3,3264,2448,23,16
photo-14.jpg,1,1219,1241,1145,1197,2.05,3264,2448,22,52
photo-14.jpg,3,1218,1242,1077,1123,FRE,3264,2448,24,46
photo-14.jpg,1,1217,1240,467,522,6.15,3264,2448,23,55
photo-14.jpg,1,1219,1242,697,753,0.00,3264,2448,23,56
photo-14.jpg,1,1255,1279,1376,1392,3,3264,2448,24,16
photo-14.jpg,1,1255,1278,466,521,6.15,3264,2448,23,55
photo-14.jpg,1,1255,1279,1143,1197,2.05,3264,2448,24,54
photo-14.jpg,3,1256,1279,1077,1123,FRE,3264,2448,23,46
photo-14.jpg,1,1256,1279,697,753,0.00,3264,2448,23,56
photo-14.jpg,1,1292,1316,1376,1391,3,3264,2448,24,15
photo-14.jpg,1,1293,1316,1143,1197,2.50,3264,2448,23,54
photo-14.jpg,3,1293,1317,1077,1122,FRE,3264,2448,24,45
photo-14.jpg,1,1292,1316,697,753,0.00,3264,2448,24,56
photo-14.jpg,1,1292,1315,467,521,7.50,3264,2448,23,54
photo-14.jpg,1,1330,1354,1374,1422,150,3264,2448,24,48
photo-14.jpg,1,1330,1354,1142,1197,0.55,3264,2448,24,55
photo-14.jpg,3,1330,1354,1076,1123,FRE,3264,2448,24,47
photo-14.jpg,1,1329,1353,464,535,82.50,3264,2448,24,71
photo-14.jpg,1,1367,1391,463,535,82.50,3264,2448,24,72
photo-14.jpg,1,1331,1354,695,751,0.00,3264,2448,23,56
photo-14.jpg,1,1368,1392,1375,1421,150,3264,2448,24,46
photo-14.jpg,1,1368,1392,1141,1197,0.55,3264,2448,24,56
photo-14.jpg,3,1368,1392,1072,1123,GST,3264,2448,24,51
photo-14.jpg,1,1368,1391,696,750,8.25,3264,2448,23,54
photo-15.jpg,2,1211,1236,1926,2208,WHITE 680GM LOAF,3264,2448,25,282
photo-15.jpg,2,1251,1276,1865,2207,WHOLEMEAL 6806 LOAF,3264,2448,25,342
photo-15.jpg,2,1291,1316,1839,2206,MULTIGRAIN 6806M LOAF,3264,2448,25,367
photo-15.jpg,1,1212,1234,1330,1346,2,3264,2448,22,16
photo-15.jpg,1,1211,1235,1087,1144,205,3264,2448,24,57
photo-15.jpg,3,1211,1235,1016,1064,FRE,3264,2448,24,48
photo-15.jpg,1,1210,1234,624,680,0.00,3264,2448,24,56
photo-15.jpg,3,1207,1234,381,438,"4,10",3264,2448,27,57
photo-15.jpg,1,1252,1274,1327,1346,2,3264,2448,22,19
photo-15.jpg,3,1251,1274,1087,1143,Z05,3264,2448,23,56
photo-15.jpg,3,1249,1275,1015,1064,FRE,3264,2448,26,49
photo-15.jpg,1,1247,1271,380,438,4.10,3264,2448,24,58
photo-15.jpg,1,1249,1273,622,680,0.00,3264,2448,24,58
photo-15.jpg,3,1290,1313,1087,1143,Z05,3264,2448,23,56
photo-15.jpg,3,1286,1312,380,437,"4,10",3264,2448,26,57
photo-15.jpg,1,1292,1314,1328,1345,2,3264,2448,22,17
photo-15.jpg,3,1289,1314,1016,1063,FRE,3264,2448,25,47
photo-15.jpg,3,1288,1312,622,680,"0,00",3264,2448,24,58
